chrom	start	end	number_DEL	number_DUP	number_h2hINV	number_t2tINV	number_TRA	clusterSize_including_TRA	number_SVs_sample	number_CNV_segments	pval_fragment_joins	chr_breakpoint_enrichment	pval_exp_chr	pval_exp_cluster	max_number_oscillating_CN_segments_2_states	max_number_oscillating_CN_segments_3_states	number_CN_segments_chr	max_number_oscillating_CN_segments_2_states_chr	max_number_oscillating_CN_segments_3_states_chr	inter_number_DEL	inter_number_h2hINV	inter_number_t2tINV	inter_number_DUP	inter_pval_fragment_joins	inter_other_chroms	inter_other_chroms_coords_all	Kids_First_Biospecimen_ID	fdr_fragment_joins	fdr_chr_breakpoint_enrichment	fdr_exp_cluster	call_high_conf	call_low_conf
15	74955206	100487464	1	1	0	0	0	2	52	4	0.572406704470879	NA	NA	NA	2	2	10	10	10	0	0	0	0	NA		 	BS_MW74GF38	0.619631498714411	NA	NA	0	0
16	34729479	34730033	0	1	0	0	0	1	52	1	0.391625176271089	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_MW74GF38	0.522568139124258	NA	NA	0	0
17	21339441	21748577	0	0	1	0	0	1	52	1	0.391625176271089	0.467953203634893	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_MW74GF38	0.522568139124258	0.573268614209043	NA	0	0
18	NA	NA	0	0	0	0	0	0	52	NA	NA	NA	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_MW74GF38	NA	NA	NA	0	0
19	21310121	22464362	0	0	0	2	1	3	52	2	0.0292908865348883	0.0196887146918324	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_MW74GF38	0.506002598703909	0.0812067618185352	NA	0	0
20	29308338	29755143	1	1	0	0	0	2	52	2	0.572406704470879	0.0127919762898297	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_MW74GF38	0.619631498714411	0.0596648011522948	NA	0	0
21	44591986	44601212	0	0	0	1	0	1	52	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_MW74GF38	0.522568139124258	NA	NA	0	0
22	NA	NA	0	0	0	0	0	0	52	NA	NA	0.000146960827247359	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_MW74GF38	NA	0.00182649167197511	NA	0	0
X	980954	82736674	1	2	0	0	1	4	52	NA	0.111610225094713	0.050451022893762	NA	0.0136890394473946	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_MW74GF38	0.522568139124258	0.147141778685864	0.0146196777023163	0	0
1	211101808	248651909	1	0	0	1	0	2	48	1	0.572406704470879	0.0396236703488978	NA	NA	NA	NA	14	12	14	0	0	0	0	NA		 	BS_3JE2T7AR	0.619631498714411	0.129124725713501	NA	0	0
2	180307461	180308651	0	0	1	1	0	2	48	1	0.572406704470879	NA	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_3JE2T7AR	0.619631498714411	NA	NA	0	0
3	NA	NA	0	0	0	0	0	0	48	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_3JE2T7AR	NA	1	NA	0	0
4	119397760	165281787	1	1	0	0	0	2	48	3	0.572406704470879	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_3JE2T7AR	0.619631498714411	NA	NA	0	0
5	NA	NA	0	0	0	0	0	0	48	NA	NA	0.0190435664280001	NA	NA	NA	NA	8	1	8	0	0	0	0	NA		 	BS_3JE2T7AR	NA	0.08065315328653	NA	0	0
6	29806670	29989530	2	1	0	0	0	3	48	2	0.299780588595712	0.0782893774197731	NA	0	NA	NA	6	5	6	0	0	0	0	NA		 	BS_3JE2T7AR	0.522568139124258	0.187395045811578	0	0	0
7	29633196	38266740	1	1	0	0	0	2	48	1	0.572406704470879	0.60892594202887	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_3JE2T7AR	0.619631498714411	0.683837028201579	NA	0	0
8	NA	NA	0	0	0	0	0	0	48	NA	NA	0.000132021246903416	1.33190806939076e-07	NA	NA	NA	10	2	2	0	0	0	0	NA		 	BS_3JE2T7AR	NA	0.00167682158423304	NA	0	0
9	14171093	131243746	5	0	1	0	1	7	48	16	0.0379370362592693	0.0391476056169937	NA	0.0055760195417548	12	14	14	12	14	0	0	0	0	NA		 	BS_3JE2T7AR	0.522568139124258	0.128258529993143	0.00611709492562788	1	1
10	NA	NA	0	0	0	0	0	0	48	NA	NA	0.182506443536857	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_3JE2T7AR	NA	0.324964014323183	NA	0	0
11	65032770	108209740	1	1	0	0	0	2	48	4	0.572406704470879	0.555081171622309	NA	NA	2	2	5	5	5	0	0	0	0	NA		 	BS_3JE2T7AR	0.619631498714411	0.64102542729059	NA	0	0
12	78107192	78130759	1	0	0	0	0	1	48	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_3JE2T7AR	0.522568139124258	NA	NA	0	0
13	NA	NA	0	0	0	0	0	0	48	NA	NA	0.114693443666623	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_3JE2T7AR	NA	0.241695355022157	NA	0	0
14	39334366	106353960	1	1	0	0	0	2	48	3	0.572406704470879	NA	NA	NA	NA	NA	6	4	4	0	0	0	0	NA		 	BS_3JE2T7AR	0.619631498714411	NA	NA	0	0
15	NA	NA	0	0	0	0	0	0	48	NA	NA	0.0794512384014565	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_3JE2T7AR	NA	0.188766575990951	NA	0	0
16	29001604	82276583	2	0	0	0	0	2	48	6	0.111610225094713	NA	NA	NA	4	4	10	10	10	0	0	0	0	NA		 	BS_3JE2T7AR	0.522568139124258	NA	NA	0	0
17	19797261	20636537	1	0	1	0	0	2	48	2	0.572406704470879	0.372749262603517	NA	NA	NA	NA	15	3	15	0	0	0	0	NA		 	BS_3JE2T7AR	0.619631498714411	0.499863999001076	NA	0	0
18	NA	NA	0	0	0	0	0	0	48	NA	NA	NA	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_3JE2T7AR	NA	NA	NA	0	0
19	40940279	41008299	0	1	0	0	0	1	48	1	0.391625176271089	0.0433431018168864	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_3JE2T7AR	0.522568139124258	0.138313311258665	NA	0	0
20	36458250	36458573	1	0	0	0	0	1	48	1	0.391625176271089	0.30915396771667	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_3JE2T7AR	0.522568139124258	0.448420820715528	NA	0	0
21	NA	NA	0	0	0	0	0	0	48	NA	NA	0.0180386884950209	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_3JE2T7AR	NA	0.0774451189579189	NA	0	0
22	NA	NA	0	0	0	0	0	0	48	NA	NA	NA	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_3JE2T7AR	NA	NA	NA	0	0
X	NA	NA	0	0	0	0	0	0	48	NA	NA	0.585241500507355	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_3JE2T7AR	NA	0.664202655337713	NA	0	0
1	NA	NA	0	0	0	0	0	0	44	NA	NA	0.247215776873726	NA	NA	NA	NA	13	13	13	0	0	0	0	NA		 	BS_B1X2SB4P	NA	0.390349151454941	NA	0	0
2	62818096	162752764	2	0	0	0	1	3	44	13	0.299780588595712	0.0839942707174797	NA	NA	11	11	11	11	11	0	0	0	0	NA		 	BS_B1X2SB4P	0.522568139124258	0.194133934316593	NA	0	0
3	19996885	48321952	1	1	0	0	0	2	44	1	0.572406704470879	0.0639922617629314	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_B1X2SB4P	0.619631498714411	0.166486716979544	NA	0	0
4	NA	NA	0	0	0	0	0	0	44	NA	NA	1	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_B1X2SB4P	NA	1	NA	0	0
5	697405	93973166	1	1	0	0	2	4	44	6	0.111610225094713	0.00393427166473647	NA	NA	4	4	6	6	6	0	0	0	0	NA		 	BS_B1X2SB4P	0.522568139124258	0.0243612185862821	NA	0	0
6	NA	NA	0	0	0	0	0	0	44	NA	NA	0.383984230331711	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_B1X2SB4P	NA	0.509592377871485	NA	0	0
7	117622	182410	1	0	0	0	0	1	44	1	0.391625176271089	0.0280212179590878	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_B1X2SB4P	0.522568139124258	0.10145901230048	NA	0	0
8	26054794	26054851	0	0	1	0	0	1	44	1	0.391625176271089	0.0987620569039156	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_B1X2SB4P	0.522568139124258	0.217907569734452	NA	0	0
9	65285634	65735658	0	0	1	0	0	1	44	3	0.391625176271089	0.21229726777339	NA	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_B1X2SB4P	0.522568139124258	0.358464838525575	NA	0	0
10	NA	NA	0	0	0	0	0	0	44	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_B1X2SB4P	NA	NA	NA	0	0
11	66916912	67739882	1	1	0	0	0	2	44	1	0.572406704470879	0.273020651475311	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_B1X2SB4P	0.619631498714411	0.414814458225878	NA	0	0
12	27874133	48842304	1	1	0	0	0	2	44	2	0.572406704470879	0.275739730142266	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_B1X2SB4P	0.619631498714411	0.417542845381741	NA	0	0
13	NA	NA	0	0	0	0	0	0	44	NA	NA	0.174505731391984	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_B1X2SB4P	NA	0.315869112714358	NA	0	0
14	NA	NA	0	0	0	0	0	0	44	NA	NA	0.504862438710182	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_B1X2SB4P	NA	0.603153800711434	NA	0	0
15	50841882	78074136	2	0	0	0	1	3	44	1	0.299780588595712	0.0277361315806206	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_B1X2SB4P	0.522568139124258	0.100877522250881	NA	0	0
16	NA	NA	0	0	0	0	0	0	44	NA	NA	0.00254376791555046	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_B1X2SB4P	NA	0.0178730161279792	NA	0	0
17	17324421	67408410	4	0	0	0	0	4	44	6	0.00738316050535977	NA	NA	5.48917651843617e-06	4	4	4	4	4	0	0	0	0	NA		 	BS_B1X2SB4P	0.240917835444501	NA	7.434463635496e-06	0	0
18	NA	NA	0	0	0	0	0	0	44	NA	NA	0.449934163407688	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_B1X2SB4P	NA	0.561148138335774	NA	0	0
19	2348799	40639479	1	1	0	0	1	3	44	2	0.801251956901201	0.0196887146918324	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_B1X2SB4P	0.826754240948485	0.0812067618185352	NA	0	0
20	NA	NA	0	0	0	0	0	0	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_B1X2SB4P	NA	NA	NA	0	0
21	NA	NA	0	0	0	0	0	0	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_B1X2SB4P	NA	NA	NA	0	0
22	NA	NA	0	0	0	0	0	0	44	NA	NA	0.0278281098129872	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_B1X2SB4P	NA	0.101091056418667	NA	0	0
X	NA	NA	0	0	0	0	0	0	44	NA	NA	0.0967976373503778	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_B1X2SB4P	NA	0.21466434628605	NA	0	0
1	9624022	161631383	1	1	0	1	1	4	39	13	0.572406704470879	0.0785810406007086	NA	0.00186815459176215	11	11	13	13	13	0	0	0	0	NA		 	BS_0W8AWY10	0.619631498714411	0.187395045811578	0.0021479803008261	0	0
2	178432272	232449713	3	0	0	0	1	4	39	1	0.00738316050535977	0.0839942707174797	NA	0	NA	NA	11	11	11	0	0	0	0	NA		 	BS_0W8AWY10	0.240917835444501	0.194133934316593	0	0	0
3	76149961	76150264	1	0	0	0	0	1	39	1	0.391625176271089	0.611185172134734	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_0W8AWY10	0.522568139124258	0.684759495556982	NA	0	0
4	143880369	144120448	0	1	0	0	0	1	39	2	0.391625176271089	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_0W8AWY10	0.522568139124258	NA	NA	0	0
5	173735920	173736013	0	1	0	0	0	1	39	1	0.391625176271089	0.0439197298425615	NA	NA	NA	NA	6	6	6	0	0	0	0	NA		 	BS_0W8AWY10	0.522568139124258	0.139749821004276	NA	0	0
6	32660346	146819315	2	1	0	0	0	3	39	6	0.299780588595712	0.552854853353831	NA	0.00206474915041366	4	4	5	5	5	0	0	0	0	NA		 	BS_0W8AWY10	0.522568139124258	0.639264720558962	0.00236596785598715	0	0
7	32973873	55714184	0	0	1	1	0	2	39	1	0.572406704470879	0.152217921025265	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_0W8AWY10	0.619631498714411	0.290183317136464	NA	0	0
8	NA	NA	0	0	0	0	0	0	39	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_0W8AWY10	NA	NA	NA	0	0
9	64365632	129439233	0	1	1	0	0	2	39	5	0.572406704470879	NA	NA	NA	3	3	12	12	12	0	0	0	0	NA		 	BS_0W8AWY10	0.619631498714411	NA	NA	0	0
10	NA	NA	0	0	0	0	0	0	39	NA	NA	0.117783344264235	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_0W8AWY10	NA	0.245777948417473	NA	0	0
11	NA	NA	0	0	0	0	0	0	39	NA	NA	NA	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_0W8AWY10	NA	NA	NA	0	0
12	109867991	109868223	0	1	0	0	0	1	39	1	0.391625176271089	0.0206497711739521	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_0W8AWY10	0.522568139124258	0.0840097833195137	NA	0	0
13	19526424	24577354	0	0	1	0	0	1	39	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_0W8AWY10	0.522568139124258	NA	NA	0	0
14	24276112	24276552	1	0	0	0	0	1	39	1	0.391625176271089	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_0W8AWY10	0.522568139124258	NA	NA	0	0
15	NA	NA	0	0	0	0	0	0	39	NA	NA	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_0W8AWY10	NA	NA	NA	0	0
16	14683006	14683284	1	0	0	0	0	1	39	1	0.391625176271089	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_0W8AWY10	0.522568139124258	NA	NA	0	0
17	41233653	41239250	1	0	0	0	0	1	39	1	0.391625176271089	0.299993489507919	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_0W8AWY10	0.522568139124258	0.44017634777508	NA	0	0
18	NA	NA	0	0	0	0	0	0	39	NA	NA	0.297560912228785	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_0W8AWY10	NA	0.437981701155351	NA	0	0
19	NA	NA	0	0	0	0	0	0	39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_0W8AWY10	NA	NA	NA	0	0
20	NA	NA	0	0	0	0	0	0	39	NA	NA	0.00242434572982872	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_0W8AWY10	NA	0.0172327031263556	NA	0	0
21	NA	NA	0	0	0	0	0	0	39	NA	NA	0.000478531329758728	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_0W8AWY10	NA	0.00477574722950833	NA	0	0
22	26331943	26332222	1	0	0	0	0	1	39	1	0.391625176271089	0.143837195761025	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_0W8AWY10	0.522568139124258	0.280431165774658	NA	0	0
X	61084684	61967517	0	1	0	0	0	1	39	NA	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_0W8AWY10	0.522568139124258	NA	NA	0	0
1	39493250	39787227	0	0	0	1	0	1	33	1	0.391625176271089	1	NA	NA	NA	NA	13	13	13	0	0	0	0	NA		 	BS_30W38X77	0.522568139124258	1	NA	0	0
2	95981200	97579723	0	1	0	0	0	1	33	3	0.391625176271089	1	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_30W38X77	0.522568139124258	1	NA	0	0
3	NA	NA	0	0	0	0	0	0	33	NA	NA	0.310299720663865	NA	NA	NA	NA	2	1	2	0	0	0	0	NA		 	BS_30W38X77	NA	0.448957636551515	NA	0	0
4	NA	NA	0	0	0	0	0	0	33	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_30W38X77	NA	NA	NA	0	0
5	46631541	46641626	0	1	0	0	0	1	33	2	0.391625176271089	1	NA	NA	NA	NA	6	6	6	0	0	0	0	NA		 	BS_30W38X77	0.522568139124258	1	NA	0	0
6	NA	NA	0	0	0	0	0	0	33	NA	NA	0.00194575527553509	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_30W38X77	NA	0.0150067610241935	NA	0	0
7	117622	120418406	2	0	0	0	5	7	33	13	0.171797144296733	4.47785220533783e-07	NA	0.00349534202964141	9	11	13	11	13	0	0	0	0	NA		 	BS_30W38X77	0.522568139124258	1.06098038120626e-05	0.0039566041743155	0	0
8	NA	NA	0	0	0	0	0	0	33	NA	NA	0.566466791241993	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_30W38X77	NA	0.650548360501363	NA	0	0
9	NA	NA	0	0	0	0	0	0	33	NA	NA	2.05128278039619e-05	0.00369713236212288	NA	NA	NA	12	11	12	0	0	0	0	NA		 	BS_30W38X77	NA	0.000322275851947642	NA	0	0
10	102663424	102663748	1	0	0	0	0	1	33	1	0.391625176271089	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_30W38X77	0.522568139124258	NA	NA	0	0
11	52155985	54367862	0	7	0	0	0	7	33	2	0.000105276181771498	0.533372692555718	NA	0	NA	NA	5	5	5	0	0	0	0	NA		 	BS_30W38X77	0.00964387775218718	0.624136720312778	0	0	0
12	63544946	63740050	0	1	0	0	0	1	33	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_30W38X77	0.522568139124258	NA	NA	0	0
13	NA	NA	0	0	0	0	0	0	33	NA	NA	0.103475357691438	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_30W38X77	NA	0.224757500489534	NA	0	0
14	NA	NA	0	0	0	0	0	0	33	NA	NA	0.400233156467204	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_30W38X77	NA	0.521698017893712	NA	0	0
15	NA	NA	0	0	0	0	0	0	33	NA	NA	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_30W38X77	NA	NA	NA	0	0
16	NA	NA	0	0	0	0	0	0	33	NA	NA	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_30W38X77	NA	NA	NA	0	0
17	NA	NA	0	0	0	0	0	0	33	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_30W38X77	NA	NA	NA	0	0
18	NA	NA	0	0	0	0	0	0	33	NA	NA	NA	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_30W38X77	NA	NA	NA	0	0
19	8882535	8888587	1	0	0	0	0	1	33	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_30W38X77	0.522568139124258	NA	NA	0	0
20	18610860	18615368	0	0	1	1	0	2	33	1	0.572406704470879	0.0455063598225276	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_30W38X77	0.619631498714411	0.140490674894447	NA	0	0
21	NA	NA	0	0	0	0	0	0	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_30W38X77	NA	NA	NA	0	0
22	NA	NA	0	0	0	0	0	0	33	NA	NA	0.173976432861516	NA	NA	NA	NA	9	5	9	0	0	0	0	NA		 	BS_30W38X77	NA	0.315718653543107	NA	0	0
X	NA	NA	0	0	0	0	0	0	33	NA	NA	0.563204732465063	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_30W38X77	NA	0.648759334500267	NA	0	0
1	32500836	32539737	1	0	0	0	0	1	11	1	0.391625176271089	0.0133409152656206	NA	NA	NA	NA	13	13	13	0	0	0	0	NA		 	BS_YPCTK927	0.522568139124258	0.0618053030149016	NA	0	0
2	NA	NA	0	0	0	0	0	0	11	NA	NA	NA	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_YPCTK927	NA	NA	NA	0	0
3	NA	NA	0	0	0	0	0	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_YPCTK927	NA	NA	NA	0	0
4	NA	NA	0	0	0	0	0	0	11	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_YPCTK927	NA	NA	NA	0	0
5	NA	NA	0	0	0	0	0	0	11	NA	NA	NA	NA	NA	NA	NA	6	6	6	0	0	0	0	NA		 	BS_YPCTK927	NA	NA	NA	0	0
6	27346040	27346110	0	1	0	0	0	1	11	1	0.391625176271089	0.351694101497126	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_YPCTK927	0.522568139124258	0.4847198893826	NA	0	0
7	NA	NA	0	0	0	0	0	0	11	NA	NA	0.320629553942456	NA	NA	NA	NA	13	9	13	0	0	0	0	NA		 	BS_YPCTK927	NA	0.456673567866247	NA	0	0
8	NA	NA	0	0	0	0	0	0	11	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_YPCTK927	NA	NA	NA	0	0
9	NA	NA	0	0	0	0	0	0	11	NA	NA	0.243869534024209	NA	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_YPCTK927	NA	0.38783647599951	NA	0	0
10	2769901	3706110	0	1	0	0	0	1	11	1	0.391625176271089	0.0029529181678287	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_YPCTK927	0.522568139124258	0.0198083445529569	NA	0	0
11	NA	NA	0	0	0	0	0	0	11	NA	NA	NA	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_YPCTK927	NA	NA	NA	0	0
12	NA	NA	0	0	0	0	0	0	11	NA	NA	0.285292291142223	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_YPCTK927	NA	0.426744745118597	NA	0	0
13	25031888	26209476	1	0	0	0	0	1	11	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_YPCTK927	0.522568139124258	NA	NA	0	0
14	NA	NA	0	0	0	0	0	0	11	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_YPCTK927	NA	NA	NA	0	0
15	NA	NA	0	0	0	0	0	0	11	NA	NA	0.178724198700541	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_YPCTK927	NA	0.320384681429831	NA	0	0
16	NA	NA	0	0	0	0	0	0	11	NA	NA	NA	NA	NA	NA	NA	10	10	10	0	0	0	0	NA		 	BS_YPCTK927	NA	NA	NA	0	0
17	NA	NA	0	0	0	0	0	0	11	NA	NA	NA	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_YPCTK927	NA	NA	NA	0	0
18	NA	NA	0	0	0	0	0	0	11	NA	NA	NA	NA	NA	NA	NA	2	2	2	0	0	0	0	NA		 	BS_YPCTK927	NA	NA	NA	0	0
19	NA	NA	0	0	0	0	0	0	11	NA	NA	0.129942378388839	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_YPCTK927	NA	0.261584897203766	NA	0	0
20	NA	NA	0	0	0	0	0	0	11	NA	NA	0.00905003216190526	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_YPCTK927	NA	0.0456255250634419	NA	0	0
21	NA	NA	0	0	0	0	0	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_YPCTK927	NA	NA	NA	0	0
22	NA	NA	0	0	0	0	0	0	11	NA	NA	NA	NA	NA	NA	NA	3	3	3	0	0	0	0	NA		 	BS_YPCTK927	NA	NA	NA	0	0
X	NA	NA	0	0	0	0	0	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_YPCTK927	NA	NA	NA	0	0
1	32500503	148061025	2	1	0	0	0	3	36	10	0.299780588595712	NA	NA	0.000961432745814839	8	8	13	13	13	0	0	0	0	NA		 	BS_QWS88QXE	0.522568139124258	NA	0.00112653568048209	0	0
2	NA	NA	0	0	0	0	0	0	36	NA	NA	1	NA	NA	NA	NA	11	11	11	0	0	0	0	NA		 	BS_QWS88QXE	NA	1	NA	0	0
3	122164109	185991550	2	0	0	0	0	2	36	1	0.111610225094713	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_QWS88QXE	0.522568139124258	1	NA	0	0
4	10624598	75861614	1	0	0	0	0	1	36	2	0.391625176271089	0.0626874777921746	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_QWS88QXE	0.522568139124258	0.164064441028761	NA	0	0
5	NA	NA	0	0	0	0	0	0	36	NA	NA	0.596218491346611	NA	NA	NA	NA	6	6	6	0	0	0	0	NA		 	BS_QWS88QXE	NA	0.672017411194182	NA	0	0
6	30884625	30884855	1	0	0	0	0	1	36	2	0.391625176271089	0.047849435549411	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_QWS88QXE	0.522568139124258	0.142643107625664	NA	0	0
7	482803	142769246	0	2	1	0	2	5	36	13	0.283886130759827	0.00288687448499071	NA	0.00186793472965785	2	11	14	3	14	10	1	1	12	0.000706742392337028	9	9:89730014-89730543;	BS_QWS88QXE	0.522568139124258	0.0194619852274332	0.0021479803008261	0	0
8	NA	NA	0	0	0	0	0	0	36	NA	NA	0.518723591277701	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_QWS88QXE	NA	0.612530590171798	NA	0	0
9	89730014	89730543	0	1	0	0	0	1	36	1	0.391625176271089	0.00171369484513905	NA	NA	NA	NA	12	12	12	0	0	0	0	NA		 	BS_QWS88QXE	0.522568139124258	0.0134821753026959	NA	0	0
10	52224656	80033707	1	1	0	0	0	2	36	2	0.572406704470879	0.0030772861404288	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	BS_QWS88QXE	0.619631498714411	0.020428406901645	NA	0	0
11	47638911	47642237	1	0	0	0	0	1	36	1	0.391625176271089	0.486726453660494	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	BS_QWS88QXE	0.522568139124258	0.589258534499268	NA	0	0
12	25803539	103979780	1	0	0	0	1	2	36	2	0.572406704470879	0.0468500937510655	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_QWS88QXE	0.619631498714411	0.140490674894447	NA	0	0
13	85730311	85730403	0	0	0	1	0	1	36	1	0.391625176271089	0.38776895603755	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	BS_QWS88QXE	0.522568139124258	0.511300744463781	NA	0	0
